财务数据日期,公告类型,公告日期,审计意见,总资产,总负债,净资产,资产负债率,交易性金融资产,衍生金融资产,债权投资,其他债权投资,其他权益工具投资,其他非流动金融资产,其他流动资产,金融资产总额,总股本,每股净资产,合并报表未分配利润,母公司报表未分配利润,营业收入,净利润,每股净利润,母公司报表净利润,经营活动现金流量净额,投资活动现金流量净额,筹资活动现金流量净额,现金及现金等价物净增加额,净资产增长率,净利润增长率,资产负债率变化,金融资产增长率,日期,是否实施现金分红,是否实施股票股利,是否公积金转增股本,相关股东前三个月内存在减持情形,相关股东后三个月存在减持计划,现金分红金额,送股比例,转增比例,是否进行权益分派,权益分派方案文本,公司简称
2020-09-30,季报,2020-10-27,无保留意见,710945890.9525287,418603021.26277447,292342869.68975425,0.5887973003148357,58926048.148317136,60.37827997339339,271485.28650970163,64302426.75455995,4168.852991539509,1321901.4740709444,0.0007278482102346224,123000926.26032102,40000000,7.308571742243856,-15398550.21842071,-12822517.670572734,0.0,-14264277.689807693,-0.3566069422451923,-13462106.071147671,119157611.80650267,-99948754.4187444,323754848.94114804,342963706.3289063,-0.05417656314033477,-0.3364502571347292,0.04782596555609524,0.04653937119796637,2020-11-19,True,False,False,False,False,-10781622.28724878,0,0,True,"['根据公司盈利能力、融资能力及其成本、偿债能力及现金流等情况披露现金分红方案的合理性，是否导致公司营运资金不足或者影响公司正常生产经营', '上市公司控股子公司向母公司实施利润分配的情况', '公司在相应期间是否按照中国证券监督管理委员会相关规定为中小股东参与现金分红决策提供了便利', '结合所处行业特点、发展阶段和自身经营模式、盈利水平、偿债能力、资金需求等因素，未进行现金分红或现金分红水平较低原因的说明']",骁璋集团
2020-12-31,年报,2021-03-30,无保留意见,766332309.5811863,498332738.39635736,267999571.18482888,0.650282823999297,56560914.83635287,70.48043939054087,297766.58224802907,63128291.67453298,3985.3349008674727,1328150.001030232,0.0007024655757839291,121062770.35193223,40000000,6.699989279620722,-24161145.360019557,-21656965.778346803,32164918.454277966,-12517993.05942693,-0.31294982648567327,-12620640.153962957,104832718.9678189,-103169139.6460187,366529459.0100435,368193038.33184373,-0.0832696844317067,0.6383267131589857,0.06148552368446147,0.01263291364848241,2021-05-22,False,False,True,False,False,0.0,0,9,True,"['公司为增强投资者回报水平拟采取的措施', '根据公司盈利能力、融资能力及其成本、偿债能力及现金流等情况披露现金分红方案的合理性，是否导致公司营运资金不足或者影响公司正常生产经营']",骁璋集团
2021-03-31,季报,2021-04-30,无保留意见,1493446519.2296863,1228412298.314292,265034220.9153942,0.8225351778568557,112031754.17486727,122.16230764412929,468331.7738883704,126208103.06447485,7169.925557826834,2741128.6767184795,0.0012941200257485547,240609090.34948543,40000000,6.625855522884855,-32118823.731746923,-28603024.7273991,11759960.341169698,-11368111.959610526,-0.28420279899026313,-9922941.355788998,32274669.60716285,-208429584.42382565,716852201.8497041,540697287.0330414,-0.01106475751556187,0.25655495742480455,0.1722523538575587,0.04980734487647538,2021-06-07,True,True,False,False,True,-9355246.327548487,0,0,True,"['充分披露高送转的主要考虑及其合理性且送转股后每股收益不低于0.5元', '结合前述财务报表列报项目的具体情况说明现金分红方案确定的依据及未来增强投资者回报的规划']",骁璋集团
2021-06-30,半年报,2021-08-27,无保留意见,1910509719.531516,1626362095.568519,284147623.96299684,0.8512713015494766,154556151.79661188,143.80963747001255,645211.028282592,167447870.9219138,9299.70995880145,3514266.0704014217,0.001776195386785237,307021034.991774,40000000,7.103690599074921,-39318646.33270694,-35170003.1768883,5881717.029724849,-10285460.858514315,-0.25713652146285787,-9381397.784984574,376125273.8904821,-267680811.8312828,863097695.8983265,971542157.9575258,0.07211673640327437,0.19223590620621467,0.028736123692620862,0.14418031915227764,2021-09-10,False,False,False,False,False,0.0,0,0,False,[],骁璋集团
2021-09-30,季报,2021-10-27,无保留意见,2939202715.9845357,2645282444.386082,293920271.5984535,0.9,232722189.03860196,240.9659450009728,1065460.5913666508,244248330.70567787,15053.574272314083,5378634.290197519,0.0028725227152521216,468614712.66125613,40000000,7.348006789961338,-45695976.48766619,-41623835.766337544,35058822.21938454,-9110471.649941776,-0.2277617912485444,-9219760.842070347,568745881.5252318,-419599049.0005469,1109357784.079826,1258504616.604511,0.03439285361305456,0.17499178779268465,0.094451623847689,0.052174182181132026,2021-12-07,False,False,False,True,False,0.0,0,0,False,[],骁璋集团
2021-12-31,年报,2022-03-30,无保留意见,1518790508.5026987,1185035862.6924117,333754645.81028706,0.7802497158483566,114621233.16414851,129.75115303550896,547992.0490158796,127498866.4372015,7317.206852603072,2555077.7651058272,0.0014383069975000989,243123895.2946166,40000000,8.343866145257177,-49408808.07226157,-44968735.58847934,8367637.336170996,-5304045.120850544,-0.13260112802126361,-4778428.31734542,15555117.271408768,-190669842.11453378,724018580.4685769,548903855.6254519,0.13552782186542836,0.4824656633705029,-0.16547320954880912,0.04157090822409035,2022-05-16,False,False,False,True,False,0.0,0,0,False,[],骁璋集团
2022-03-31,季报,2022-04-30,保留意见,1455137764.14333,1126198227.7420893,328939536.40124077,0.7739461207682323,112073141.65144321,137.22802977645074,578187.6290898676,125031549.48961955,7649.974321895539,2871394.0721614696,0.0015102699639339314,246595228.56018108,40000000,8.223488410031019,-49141640.50078374,-44697185.4891518,406969.9077441281,381667.95925403386,0.009541698981350847,387928.7133250646,184699265.46310425,-207885896.17113215,681003010.2285112,657816379.5204833,-0.014427093283918791,0.4861264547318473,-0.006303595080124243,-0.01733069310759767,2022-06-01,True,False,False,False,False,387117.4980490361,0,0,True,"['上市公司控股子公司向母公司实施利润分配的情况', '充分披露高送转的主要考虑及其合理性且送转股后每股收益不低于0.5元', '公司为增强投资者回报水平拟采取的措施', '根据公司盈利能力、融资能力及其成本、偿债能力及现金流等情况披露现金分红方案的合理性，是否导致公司营运资金不足或者影响公司正常生产经营']",骁璋集团
2022-06-30,半年报,2022-08-27,无保留意见,1840578311.4082766,1502136492.1175585,338441819.29071814,0.8161220214358784,132575222.20369416,142.3785268603639,610708.5673701157,129828284.51460046,9732.010331913873,3168828.2417634106,0.001651900495978299,279610168.5659706,40000000,8.461045482267954,-45114758.51141891,-41197626.089173935,24017588.184473343,5752688.556235485,0.14381721390588711,4999370.571396947,111211196.82339482,-256092758.1374968,879685026.8129233,734803465.4988213,0.028887627779369252,0.3090049015763132,0.042175900667646045,-0.02999079863865083,2022-10-22,False,False,False,False,False,0.0,0,0,False,[],骁璋集团
2022-09-30,季报,2022-10-27,无保留意见,1810573648.8298178,1456180462.869925,354393185.95989287,0.8042646946789827,137212346.5861971,155.07713095819253,665999.9233375381,142137489.54541564,8797.247976436594,3194714.1028967365,0.001735796520459046,281852893.39397,40000000,8.859829648997321,-43062498.50406333,-39417887.6835925,12716041.699658416,2931800.0105079673,0.07329500026269918,2542483.4365449008,301549995.9264383,-233182713.3749965,849695742.8649538,918063025.4163955,0.04713178383984703,-0.12398044911287803,-0.011857326756895738,-0.028220926423861006,2022-11-09,False,False,False,True,False,0.0,0,0,False,[],骁璋集团
2022-12-31,年报,2023-03-30,无保留意见,2004327981.5419345,1663098094.4661252,341229887.07580936,0.8297534683852987,155286114.2040019,166.376761129783,705590.0776676553,163804946.09996235,10427.064473985152,3502830.356364183,0.0017979481313913422,314102813.50610346,40000000,8.530747176895234,-45967467.91901071,-42019077.46051459,7141561.161879374,-4149956.307067694,-0.10374890767669236,-3715985.3956029844,232715019.1163973,-279116377.18562984,901606153.422753,855204795.3535204,-0.03714320535940901,-0.3552993866004169,0.025488773706316047,0.047534251499507754,2023-05-01,False,False,False,False,True,0.0,0,0,False,[],骁璋集团
2023-03-31,季报,2023-04-30,无保留意见,2219381237.733825,1888273723.3353174,331107514.39850783,0.8508108887427577,154443391.2491348,170.36177018995284,864284.8764982821,182251824.36167312,10573.447948855206,3491871.567235707,0.002066649412958631,346728019.5128217,40000000,8.277687859962695,-49619626.67506351,-45277734.77961413,5139951.424499765,-5217369.651504001,-0.1304342412876,-4655224.741570768,304735603.7668178,-321902680.92362475,1004105894.2172107,986938817.0604037,-0.029664378944194478,-0.08306690389102714,0.021057420357459094,-0.027197646980800176,2023-05-31,False,False,False,False,False,0.0,0,0,False,[],骁璋集团
2023-06-30,半年报,2023-08-27,无保留意见,3100374593.316292,2790337133.9846625,310037459.3316291,0.9,254486592.04306912,253.19536930991165,1182863.0600734341,311506899.0783972,15705.637728655154,5088499.865553225,0.00313433032094744,526782634.6552543,40000000,7.750936483290728,-56980461.61742833,-51227170.0041872,45933422.560950786,-10515478.489092603,-0.26288696222731506,-8499193.177961526,271300024.01358104,-437242132.5961639,1407798660.906913,1241856552.32433,-0.06363508573689355,-0.44965416726876123,0.05639176964872428,0.04330025799795105,2023-10-21,True,True,True,True,False,-8032805.5888398485,1,7,True,['公司为增强投资者回报水平拟采取的措施'],骁璋集团
2023-09-30,季报,2023-10-27,保留意见,3285090400.1021757,2956581360.091958,328509040.0102175,0.9,244936554.76937827,250.85480356686602,1151935.0977469247,276689446.4064227,17057.971319398617,5664381.9441402815,0.0029726801835983753,510477226.3115562,40000000,8.212726000255437,-67494274.87074815,-60885167.18201601,69745376.45759854,-15019733.219028315,-0.3754933304757079,-13797138.82546973,113620406.06500955,-435535967.7525261,1324272716.9254475,1002357155.2379309,0.059578544858446866,-0.6946163602602375,0.05738272861439058,-0.06743383504243924,2023-12-18,True,False,True,False,False,-5417082.602118391,0,5,True,['结合所处行业特点、发展阶段和自身经营模式、盈利水平、偿债能力、资金需求等因素，未进行现金分红或现金分红水平较低原因的说明'],骁璋集团
2023-12-31,年报,2024-03-30,无保留意见,3567175778.0040283,3210458200.2036257,356717577.80040276,0.9,265051696.94442415,273.0947149495293,1250720.6815348174,275994718.305241,17729.28055677807,5951674.876719879,0.0030179103185456447,547804738.4090133,40000000,8.917939445010068,-78263779.7401771,-70425675.01015949,0.0,-15385006.956327064,-0.3846251739081766,-13629296.897347825,280258484.1473932,-468517743.40480536,1438355995.6393504,1250096736.3819382,0.08586837607058834,-0.18445683218475992,0.06639320481025074,0.012102519252270487,2024-05-05,False,False,False,False,False,0.0,0,0,False,[],骁璋集团
2024-03-31,季报,2024-04-30,保留意见,3956274901.79394,3560647411.6145463,395627490.17939395,0.9,303858785.2955003,355.6233256305542,1570091.6527634107,375635273.6515722,22127.38033488419,6698177.451590062,0.004017577390548108,653228005.6543993,40000000,9.890687254484849,-89180076.53302589,-80470130.53402038,9434384.890239654,-15594709.704069708,-0.3898677426017427,-14349222.176944138,263360139.1302825,-578765233.2257593,1831781672.147252,1516376578.0517755,0.1090776423716432,-0.12984746192201682,0.0205213155324478,-0.02730968950063351,2024-05-17,False,False,False,False,False,0.0,0,0,False,[],骁璋集团
2024-06-30,半年报,2024-08-27,非标准无保留意见,3597340457.8316927,3237606412.0485234,359734045.7831692,0.9,242466650.1072433,265.42664156517657,1287272.9506303926,272329128.5562845,18360.58497348813,6330022.4896062305,0.0030727683240377454,563355945.0809911,40000000,8.993351144579231,-100087097.17727675,-90211747.4317036,49254386.57926621,-15581458.063215509,-0.38953645158038774,-13916595.568118883,385199376.2023604,-516668266.68112355,1424391728.7626233,1292922838.2838602,-0.0907253547521412,0.009429824494324302,-0.009232816546491062,0.0600632564203115,2024-10-07,True,False,False,False,True,-7006032.333822572,0,0,True,"['结合所处行业特点、发展阶段和自身经营模式、盈利水平、偿债能力、资金需求等因素，未进行现金分红或现金分红水平较低原因的说明', '结合前述财务报表列报项目的具体情况说明现金分红方案确定的依据及未来增强投资者回报的规划', '公司为增强投资者回报水平拟采取的措施', '留存未分配利润的预计用途以及收益情况']",骁璋集团
2024-09-30,季报,2024-10-27,无保留意见,3658778163.224818,3292900346.9023366,365877816.32248175,0.9,271241814.0086512,290.50999785828975,1348861.79275671,301096458.4348009,16738.26035702163,6373989.986030133,0.0032715401714266856,596050596.2290357,40000000,9.146945408062043,-110952956.17354353,-99503216.58209747,42955839.44766188,-15522655.708952561,-0.38806639272381405,-13273527.357705524,624314503.8005835,-492099626.336535,1779919359.7294326,1912134237.193481,0.01707864632589076,0.04145267245058639,0.044415763648701805,-0.07196292222360737,2024-12-17,False,False,False,False,False,0.0,0,0,False,[],骁璋集团
2024-12-31,年报,2025-03-30,无保留意见,4147812103.5339456,3733030893.180551,414781210.35339445,0.9,321938343.49815744,332.3322984345992,1387670.1326176762,343209417.2436745,19774.918324452385,7119764.150085484,0.003952316131807413,647317624.938574,40000000,10.36953025883486,-121947667.8902667,-108490745.44019148,14853535.396386608,-15706731.023890251,-0.39266827559725626,-12839326.940134276,193614961.19311577,-566164691.4687332,2119416325.345447,1746866595.0698297,0.13366045124695297,-0.12459879261264231,0.038076984909331764,0.018223964947252955,2025-05-06,False,False,False,False,False,0.0,0,0,False,[],骁璋集团
2018-03-31,季报,2018-04-30,非标准无保留意见,281997727.83149683,91222189.9779885,190775537.85350832,0.32348554961583537,35664894.1143014,416483.7912601125,10296924.974533426,258.60872605673035,3.486558629378768e-07,7542455.8278074125,121213.45995656893,54339501.92397344,40000000,4.769388446337708,-5597712.159935399,-5138176.678306226,21564791.946311455,-7996731.6570505705,-0.19991829142626427,-7340252.397580323,-23797614.302986674,9603589.394153139,127658237.13196935,113464212.22313581,0.059864099186157385,-0.4998184253916984,0.02348554961583538,-0.1128349820360626,,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2018-06-30,半年报,2018-08-27,无保留意见,387090042.7732611,169465842.1277413,217624200.6455198,0.43779437185628234,45519356.82343595,592562.7641795852,15344750.742390264,336.3052890377178,4.737647480911612e-07,9928567.631629465,183501.7266480536,77208187.4479583,40000000,5.440605016137995,-11259068.84342724,-9938609.14373795,32315606.759602316,-8087652.404988347,-0.20219131012470867,-6857760.664902464,-53322439.39119737,13174774.448241955,176058818.3479893,135911153.4050339,0.14073430532077894,-0.010098638013935913,0.11430882224044693,0.03146802220955439,,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2018-09-30,季报,2018-10-27,无保留意见,340945048.1596683,154547800.45582488,186397247.7038434,0.45329240383467445,43983953.101550415,560123.9720092171,14400463.8706746,312.4382162156831,4.052457881908411e-07,9791647.090796908,177157.83007027165,70055671.37427324,40000000,4.659931192596085,-15480116.792255716,-13921374.591563703,14694448.083127534,-6030068.498326393,-0.15075171245815983,-5689664.925465364,-27762710.053444233,11148797.24168531,152493912.3248506,135879999.51309165,-0.14349025912123084,0.23086890235448254,0.015498031978392151,-0.06211159191352742,,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2018-12-31,年报,2019-03-30,无保留意见,367838633.40679246,181586679.2046991,186251954.20209336,0.49365853043468255,47109084.47747215,601126.3158735748,15813729.715734066,329.1715578435519,4.893827024975397e-07,10355124.26350227,184557.1714263975,75047457.17903104,40000000,4.656298855052334,-14232153.174873559,-12811732.18588907,4169115.977495498,1782805.1676887982,0.044570129192219955,1585203.4366780475,-6305721.34506073,12180355.518856436,145951952.9228596,151826587.0966553,-0.0007794830853990292,0.7122080629968597,0.040366126600008066,0.003723989771799226,,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2019-03-31,季报,2019-04-30,保留意见,512311950.1135746,305652598.9879408,206659351.1256338,0.5966142287334515,71447307.96626012,800346.7767913729,20698885.51474065,469.40211718934046,6.401008400707446e-07,13866331.937382873,255429.81818547638,100594195.35446763,40000000,5.1664837781408455,-15300832.924922863,-13800409.875362692,4525681.41884613,-1526685.3572132941,-0.03816713393033235,-1412396.6992480292,-70689374.13022213,15904645.63543305,217878658.30923364,163093929.81444454,0.1095687667330314,-0.17619788393457103,0.10295569829876895,-0.0027645894375398434,,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2019-06-30,半年报,2019-08-27,无保留意见,528789186.05235314,313770128.49030095,215019057.56205216,0.5933747072869148,68030706.1410137,797673.763866469,21791672.665089805,474.4149555561084,6.908955721249069e-07,15321077.75948077,266068.4778377087,106817365.23029438,40000000,5.375476439051304,-18539068.02002077,-16536766.580599986,21864403.65760768,-4626050.135854157,-0.11565125339635392,-3909081.00748185,-39522802.841943495,17358489.604276143,219762510.51937282,197598197.28170547,0.04045162433194833,-0.20030386831729766,-0.003239521446536729,0.03535203669143893,,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2019-09-30,季报,2019-10-27,无保留意见,430302877.0822923,235649190.80481106,194653686.27748123,0.5476356384197377,58780009.6410888,628610.9594967939,16032668.478513494,364.782054456414,5.510840224552622e-07,11154405.150203569,198194.72644813935,84179104.45153765,40000000,4.866342156937031,-15436546.561455168,-13740340.578345822,9587886.939689161,4432173.5122365765,0.11080433780591441,3994894.288934521,-5828469.098873245,14611039.640562631,176769594.56408298,185552165.10577238,-0.09471426168210087,0.7320397890359489,-0.04573906886717703,0.07253990948203173,,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2019-12-31,年报,2020-03-30,无保留意见,491335250.2392736,312590512.6807539,178744737.55851972,0.636206159701602,61225954.60354162,691493.2329543203,17333711.453328826,397.51559539330134,5.562339663237918e-07,12692838.584742874,207590.81590002208,89307524.89153756,40000000,4.468618438962993,-7590054.345537451,-6234742.440478222,55322058.170331605,11209274.594168168,0.2802318648542042,10722283.054096572,-78186839.72966994,16440835.534132052,200530339.87972468,138784335.6841868,-0.08172950136830757,0.3162115628665586,0.0885705212818643,-0.03447909726120428,,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2020-03-31,季报,2020-04-30,非标准无保留意见,546406617.0389206,351602851.3787387,194803765.6601819,0.6434820524029159,72065258.80190182,899869.5223597024,23218485.16385305,509.8777597939198,7.087957019379212e-07,14838419.503037596,290800.5241006638,113177993.81713174,40000000,4.870094141504548,-9852978.03540521,-8279674.174107622,1684788.999855094,-3232748.1283825114,-0.08081870320956279,-2921331.0480420017,-91327550.35605949,17618026.633540995,239459710.28748748,165750186.56496897,0.08984336166207174,-0.5119600886701405,0.007275892701313879,-0.11612198507685563,2020-06-28,False,False,False,False,True,0.0,0,0,False,[],骁珵医药
2020-06-30,半年报,2020-08-27,无保留意见,488795525.7486735,302256456.7919029,186539068.9567706,0.6183699335810117,58046866.9079587,656624.7689890204,18192891.688513935,349.4469549505334,5.608594860555974e-07,11629079.892683411,227932.6749219386,87826381.691077,40000000,4.663476723919265,-12886409.758443777,-10778102.602285951,18196971.84214514,-4333473.890055096,-0.10833684725137739,-3569183.4688261836,-91021434.79754825,16257450.863830073,213822238.5177146,139058254.58399642,-0.04242575432462818,-0.07995246777912435,-0.025112118821904283,0.03965330986808461,2020-09-06,False,False,False,False,False,0.0,0,0,False,[],骁珵医药
2020-09-30,季报,2020-10-27,无保留意见,496456997.909274,302083171.10467994,194373826.80459407,0.6084780200034258,63993460.70974744,764592.1470039109,17194369.941866376,441.16690620682954,6.000044643059923e-07,13551370.952876963,214206.9378249173,93315591.54502065,40000000,4.859345670114852,-12525354.666982656,-10447763.455515388,1605121.1581981562,515792.98780160025,0.012894824695040006,471913.06681509054,-63394666.334337726,17056759.46947109,210701676.6534203,164363769.78855366,0.042000626955198864,0.38284110700639373,-0.009891913577585888,-0.12101293248084377,2020-12-13,False,True,False,False,False,0.0,3,0,True,"['上市公司控股子公司向母公司实施利润分配的情况', '根据公司盈利能力、融资能力及其成本、偿债能力及现金流等情况披露现金分红方案的合理性，是否导致公司营运资金不足或者影响公司正常生产经营', '是否影响偿债能力、过去十二个月内是否使用过募集资金补充流动资金以及未来十二个月内是否计划使用募集资金补充流动资金等内容', '充分披露高送转的主要考虑及其合理性且送转股后每股收益不低于0.5元']",骁珵医药
2020-12-31,年报,2021-03-30,无保留意见,554087040.505979,370728303.8250769,183358736.68090206,0.6690795429659151,65814321.67251721,796301.071959725,19921852.075371295,454.4866537211453,6.115878892978579e-07,14114927.806683093,271215.1157269451,107102474.45553827,40000000,4.583968417022551,-4539546.614296286,-2888452.072190787,23803187.969334804,11408297.218123388,0.28520743045308466,10799016.261892287,-101337791.68895067,18101648.992525157,220218633.53781158,136982490.84138608,-0.05666961599086879,0.6218676047329161,0.0606015229624893,-0.0988922318305203,2021-05-12,False,True,False,False,False,0.0,2,0,True,['公司为增强投资者回报水平拟采取的措施'],骁珵医药
2021-03-31,季报,2021-04-30,无保留意见,611200980.0367309,430155814.41193616,181045165.62479472,0.703787834872394,77501538.42787455,782187.725756639,22821196.250237424,548.7622125320579,7.318486530418591e-07,14608611.175301509,298307.08518859337,112051005.01756315,40000000,4.526129140619868,-5751399.782135568,-3986404.5230768723,3322356.1168862935,-1731218.811198974,-0.04328047027997435,-1568503.501265836,-11685344.791467343,20103871.590036884,261079297.2986803,269497824.09724987,-0.012617730128309272,-0.4625238861884288,0.03470829190647902,0.14010926573695673,2021-05-20,True,True,False,False,False,-1340016.6684020276,1,0,True,"['充分披露高送转的主要考虑及其合理性且送转股后每股收益不低于0.5元', '根据公司盈利能力、融资能力及其成本、偿债能力及现金流等情况披露现金分红方案的合理性，是否导致公司营运资金不足或者影响公司正常生产经营', '结合前述财务报表列报项目的具体情况说明现金分红方案确定的依据及未来增强投资者回报的规划']",骁珵医药
